-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.8684262893, -214.5759244356
-121.8642799156, -164.2624328252, -214.5176927198
-121.8642799156, -164.2624328252, -214.5176927198
-121.8642799156, -163.6736399503, -214.4594149455
-121.8642799156, -163.6736399503, -214.4594149455
-121.8642799157, -160.9602982581, -214.1691735498
-121.8642799157, -160.9602982581, -214.1691735498
-121.8642799156, -157.9282151406, -213.8025451264
-121.8642799156, -157.9282151406, -213.8025451264
-121.8642799156, -154.2924005712, -213.3037363829
-121.8642799156, -154.2924005712, -213.3037363829
-121.8642799156, -151.3257050364, -212.8486068325
-121.8642799156, -151.3257050364, -212.8486068325
-121.8642799156, -143.6116055030, -211.4605275341
-121.8642799156, -143.6116055030, -211.4605275341
-121.8642799156, -138.8467109845, -210.4534203796
-121.8642799156, -138.8467109845, -210.4534203796
-121.8642799156, -129.2894863605, -208.0807648116
-121.8642799156, -129.2894863605, -208.0807648116
-121.8642799156, -122.1165300594, -205.9825222520
-121.8642799156, -122.1165300594, -205.9825222520
-121.8642799157, -114.4960164875, -203.4444572521
-121.8642799157, -114.4960164875, -203.4444572521
-121.8642799158, -103.5080933256, -199.1993635423
-121.8642799158, -103.5080933256, -199.1993635423
-121.8642799157, -100.9504614228, -198.1079067267
-121.8642799157, -100.9504614228, -198.1079067267
-121.8642799156, -83.0975373485, -189.3212598445
-121.8642799156, -83.0975373485, -189.3212598445
-121.8642799156, -72.5775009271, -183.1027566972
-121.8642799156, -72.5775009271, -183.1027566972
-121.8642799156, -66.4139142813, -179.0600829613
-121.8642799156, -66.4139142813, -179.0600829613
-121.8642799156, -63.6503769600, -177.1447327670
-121.8642799156, -63.6503769600, -177.1447327670
-121.8642799156, -47.1098154057, -164.1984064843
-121.8642799156, -47.1098154057, -164.1984064843
-121.8642799156, -35.8045471234, -153.6460562625
-121.8642799156, -35.8045471234, -153.6460562625
-121.8642799156, -32.2493396256, -149.9858879496
-121.8642799156, -32.2493396256, -149.9858879496
-121.8642799156, -30.9695319494, -148.6237704042
-121.8642799156, -30.9695319494, -148.6237704042
-121.8642799156, -14.4443731844, -128.5108366676
-121.8642799156, -14.4443731844, -128.5108366676
-121.8642799156, -1.9646752412, -109.0724274588
-121.8642799156, -1.9646752412, -109.0724274588
-121.8642799156, -0.6319377372, -106.6853477458
-121.8642799156, -0.6319377372, -106.6853477458
-121.8642799156, 2.5797311740, -100.6105336898
-121.8642799156, 2.5797311740, -100.6105336898
-121.8642799156, 6.0791906629, -93.3817467960
-121.8642799156, 6.0791906629, -93.3817467960
-121.8642799156, 10.1289790885, -83.9969375701
-121.8642799156, 10.1289790885, -83.9969375701
-121.8642799156, 13.2788375256, -75.6756006092
-121.8642799156, 13.2788375256, -75.6756006092
-121.8642799156, 14.4489867821, -72.2829331805
-121.8642799156, 14.4489867821, -72.2829331805
-121.8642799156, 14.8470099087, -71.0841752114
-121.8642799156, 14.8470099087, -71.0841752114
-121.8642799156, 16.5043494502, -65.8088389788
-121.8642799156, 16.5043494502, -65.8088389788
-121.8642799156, 19.6937504171, -53.9108316076
-121.8642799156, 19.6937504171, -53.9108316076
-121.8642799156, 21.5873008784, -45.0723161499
-121.8642799156, 21.5873008784, -45.0723161499
-121.8642799156, 23.4807907127, -33.4486440778
-121.8642799156, 23.4807907127, -33.4486440778
-121.8642799156, 23.6051312857, -32.5061797342
-121.8642799156, 23.6051312857, -32.5061797342
-121.8642799156, 23.9640311770, -29.5761206723
-121.8642799156, 23.9640311770, -29.5761206723
-121.8642799156, 24.0280117250, -29.0148797536
-121.8642799156, 24.0280117250, -29.0148797536
-121.8642799156, 24.3720303148, -25.7283496335
-121.8642799156, 24.3720303148, -25.7283496335
-121.8642799156, 24.4227356228, -25.1970992971
-121.8642799156, 24.4227356228, -25.1970992971
-121.8642799156, 24.4804238869, -24.5745295284
-121.8642799156, 24.4804238869, -24.5745295284
-121.8642799156, 24.5370733301, -23.9425435330
-121.8642799156, 24.5370733301, -23.9425435330
-121.8642799156, 24.5866078194, -23.3714699989
-121.8642799156, 24.5866078194, -23.3714699989
-121.8642799156, 24.6342690044, -22.8040675031
-121.8642799156, 24.6342690044, -22.8040675031
-121.8642799156, 25.0504307646, -16.6777363790
-121.8642799156, 25.0504307646, -16.6777363790
-121.8642799156, 23.5445393559, -32.9695598593
-121.8642799156, 23.5445393559, -32.9695598593
-121.8642799157, 15.5383819639, -68.9421540036
-121.8642799157, 15.5383819639, -68.9421540036
-121.8642799156, 14.9641715305, -70.7266499937
-121.8642799156, 14.9641715305, -70.7266499937
-121.8642799156, 15.3517472538, -69.5281875088
-121.8642799156, 15.3517472538, -69.5281875088
-121.8642799156, 19.4118013941, -55.0861153772
-121.8642799156, 19.4118013941, -55.0861153772
-121.8642799156, 20.8834996492, -48.5795307844
-121.8642799156, 20.8834996492, -48.5795307844
-121.8642799156, 21.1377310567, -47.3479334802
-121.8642799156, 21.1377310567, -47.3479334802
-121.8642799156, 21.8130916564, -43.8765481985
-121.8642799156, 21.8130916564, -43.8765481985
